VOA Reference,Property Description,Address1,Address2,Address3,Address4,Address5,Post Code,Empty Date
SEA1395000600,PUBLIC HOUSE AND PREMISES,Engineers Arms,6 South Terrace,Seaham,Co Durham,,SR7 7HN,20160704
SEA1432000000,ADVERTISING RIGHT AND PREMISES,Advertising Right,4769-01,Stanley Street,Seaham,Co Durham,SR7 0AH,20040401
SEA1441000500,STORE,5 Station Road,Seaham,Co Durham,,,,20101001
SEA1484051650,STORE AND PREMISES,First Floor Store,Strangford Road,Seaham,Co Durham,,SR7 8QE,20130901
SEA1521011801,SHOP AND PREMISES (NDERGOING ALTERATIONS),118 The Avenue,Seaham,Co Durham,,,SR7 8PE,20140904
SEA1521012201,SHOP AND PREMISES,122 The Avenue,Seaham,Co Durham,,,SR7 8PE,20170301
SHO0164000900,WORKSHOP AND PREMISES,9 Brackenhill,South West Ind Estate,Peterlee,Co Durham,,SR8 2LS,20170106
SHO0164001300,WORKSHOP AND PREMISES,13 Brackenhill,South West Ind Estate,Peterlee,Co Durham,,SR8 2LS,20161018
SHO0164500100,OFFICES AND PREMISES,Tyne House,Birchwood Drive,Bracken Hill Business Park,Peterlee,Co Durham,SR8 2RS,20161222
SHO0164500300,OFFICES AND PREMISES,St Bedes House,Birchwood Drive,Bracken Hill Business Park,Peterlee,Co Durham,SR8 2RS,20161222
SHO0164500720,OFFICES AND PREMISES,Part of Ground Floor,Apollo House,Birchwood Drive,Bracken Hill Business Park,Peterlee Co Durham,SR8 2RS,20151031
SHO0164500750,OFFICES AND PREMISES,First Floor & Part Ground Floor,Apollo House,Birchwood Drive,Bracken Hill Business Park,Peterlee Co Durham,SR8 2RS,20151031
SHO0164500810,OFFICES AND PREMISES,Gemini House,Birchwood Drive,Bracken Hill Business Park,Peterlee,Co Durham,SR8 2RS,20120918
SHO0164600500,OFFICES AND PREMISES,St Cuthberts House,5 Fern Court,Brackenhill Business Park,Peterlee,Co Durham,SR8 2RR,
SHO0180050500,SHOP AND PREMISES,A Elliott,Bridge Road,Shotton Colliery,Co Durham,,DH6 2PG,20150615
SHO0334500100,FACTORY AND PREMISES,1 Fiennes Road,Peterlee,Co Durham,,,SR8 2QH,20150824
SHO0403001400,WAREHOUSE AND PREMISES,14 Davy Drive,North West Ind Estate,Peterlee,Co Durham,,SR8 2JT,20160720
SHO0403500505,OFFICE AND PREMISES,Unit 5,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20160901
SHO0403500507,OFFICE AND PREMISES,Unit 7,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20080301
SHO0403500508,OFFICE AND PREMISES,Unit 8,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20161031
SHO0403500510,OFFICE AND PREMISES,Unit 10,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20111101
SHO0403500511,OFFICE AND PREMISES,Unit 11,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20170301
SHO0403500524,OFFICE AND PREMISES,Unit 24,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20160531
SHO0403500526,OFFICE AND PREMISES,Unit 26,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20140427
SHO0403500529,OFFICE AND PREMISES,Unit 29,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20170301
SHO0403500541,OFFICE AND PREMISES,Unit 2,Novus Business Centre,Judson Road,Peterlee,Co Durham,SR8 2QJ,20170401
SHO0414050200,STORAGE DEPOT AND PREMISES,Storage Depot at The Tilery,Dene Crescent,Shotton Colliery,Durham,,DH6 2QU,20150305
SHO0497050000,SHOP AND PREMISES,East Street,Shotton Colliery,Durham,,,DH6 2JW,19950401
SHO0606000100,SHOP AND PREMISES,1 Friar Street,Shotton Colliery,Durham,,,DH6 2PA,20000913
SHO0937001010,WAREHOUSE AND PREMISES.,10 Lister Road,North West Ind Estate,Peterlee,Co Durham,,SR8 2RB,20160824
SHO1020000403,WORKSHOP AND PREMISES,Sotech  - Vacant,4 Mill Hill,North West Ind Estate,Peterlee,Co Durham,SR8 2HR,20150620
SHO1219051000,TAKEAWAY & PREMISES,Takeaway,2 Potto Street,Shotton Colliery,Durham,,DH6 2LA,20150806
SHO1441053000,WORKSHOP AND PREMISES,L W T Printing & Stationery,Horns Garden Centre,Dixon Estate,Shotton Colliery,Durham,DH6 2PZ,20030531
SHO1577000205,WORKSHOP AND PREMISES,2E Thornley Station,Industrial Estate,Shotton Colliery,Durham,,DH6 2QA,20150106
SHO1577000211,WAREHOUSE AND PREMISES,2D Thornley Station,Industrial Estate,Shotton Colliery,Durham,,DH6 2QA,20160401
SHO1731521000,OFFICES AND PREMISES,1st Flr  2A Whitehouse Point,Traynor Way,Whitehouse Business Park,Peterlee,Co Durham,SR8 2RT,20150527
SHO1731525110,OFFICES AND PREMISES,2B Traynor Way,Whitehouse Industrial Park,Peterlee,Co Durham,,SR8 2RU,20161007
SHO1733000350,WAREHOUSE AND PREMISES,2-3 Whitworth Road,South West Ind Estate,Peterlee,Co Durham,,SR8 2LY,20170106
SHO1733001300,STORE AND PREMISES,13 Whitworth Road,South West Ind Estate,Peterlee,Co Durham,,SR8 2LY,20161212
SHO1733001600,WORKSHOP AND PREMISES,16 Whitworth Road,South West Ind Estate,Peterlee,Co Durham,,SR8 2LY,20160711
SHO1741000100,FACTORY AND PREMISES,1 Winchester Drive,South West Ind Estate,Peterlee,Co Durham,,SR8 2RJ,20170106
SHO1741000700,WORKSHOP AND PREMISES,7 Winchester Drive,South West Ind Estate,Peterlee,Co Durham,,SR8 2RJ,20170106
SOH0608052000,PUBLIC HOUSE AND PREMISES (UNDERGOING ALTERATIONS),Station Hotel,Front Street,South Hetton,Durham,,DH6 2TH,20101201
SOH1666000401,SHOP AND PREMISES,4 Welfare Crescent South,South Hetton,Durham,,,DH6 2RL,19930401
STA0092050200ND,SHOP AND PREMISES,Heatherlea,Beamish,Stanley,Co Durham,,DH9 0QH,19970802
STA0155050400ND,CAR SHOWROOM AND PREMISES,Main Road Garage,Middles Road,Craghead,Stanley,Co Durham,DH9 6AN,20161010
STA0325051200ND,OFFICES AND PREMISES,The Tommy Armstrong Centre,Clifford Road,Stanley,Co Durham,,DH9 0XG,20170217
STA0381550400ND,VEHICLE REPAIR WORKSHOP AND PREMISES,Unit 3A,Craghead Colliery Ind Estate,Craghead,Stanley,Co Durham,DH9 6HN,20100731
STA0409500002ND,WORKSHOP AND PREMISES,Unit 4,Daleside Works,Craghead,Stanley,Co Durham,DH9 6HB,20091016
STA0409500017ND,WAREHOUSE AND PREMISES,Unit 5,Daleside Works,Craghead,Stanley,Co Durham,DH9 6HB,20100505
STA0409500018ND,OFFICES AND PREMISES,Unit 5a,Daleside Works,Craghead,Stanley,Co Durham,DH9 6HB,20090824
STA040950004BND,WORKSHOP AND PREMISES,Unit 4b,Daleside Works,Craghead,Stanley,Co Durham,DH9 6HB,20080614
STA0694000100ND,SURGERY AND PREMISES,1 Front Street,Craghead,Stanley,Co Durham,,DH9 6DS,20010219
STA0694001500ND,SHOP AND PREMISES,15 Front Street,Craghead,Stanley,Co Durham,,DH9 6DS,20040401
STA0694002600ND,STORE AND PREMISES,The Store,Front Street,Craghead,Stanley,Co Durham,DH8 6DS,20081106
STA0695000600ND,WAREHOUSE AND PREMISES,Rear of,6 Front Street,Stanley,Co Durham,,DH9 0HX,20160401
STA0695000601ND,OFFICES AND PREMISES,First Floor,6 Front Street,Stanley,Co Durham,,DH9 0HX,19900401
STA0695000602ND,HAIRDRESSING SALON AND PREMISES,6-8 Front Street,Stanley,Co Durham,,,DH9 0HX,20130701
STA0695001800ND,SHOP AND PREMISES,18 Front Street,Stanley,Co Durham,,,DH9 0HX,20160110
STA0695003400ND,SHOP AND PREMISES,34 Front Street,Stanley,Co Durham,,,DH9 0HX,20150921
STA0695003603ND,STORE AND PREMISES,1st Floor,36 Front Street,Stanley,Co Durham,,DH9 0HX,20100726
STA06950054A0ND,OFFICES AND PREMISES,54A Front Street,Stanley,Co Durham,,,DH9 0HU,20080407
STA0695005500ND,STORE AND PREMISES,55 Front Street,Stanley,Co Durham,,,DH9 0ST,19920701
STA06950057A0ND,SALESROOM AND PREMISES,First Floor,57A Front Street,Stanley,Co Durham,,DH9 0ST,20020724
STA06950096A0ND,SHOP AND PREMISES,96A Front Street,Stanley,Co Durham,,,DH9 0HU,20140402
STA0695051700ND,OFFICES AND PREMISES,Customer Access Point,Front Street,Stanley,Co Durham,,DH9 0ST,20160429
STA0695051800ND,OFFICES AND PREMISES,Stanley Board School,Front Street,Stanley,Co Durham,,DH9 0ST,20141212
STA0877500003ND,SHOP AND PREMISES,3 The Shopping Centre,Hollyhill Gardens,South Stanley,Stanley,Co Durham,DH9 6PF,20160901
STA0880012900ND,OFFICES AND PREMISES,Creche Workers Office,St Stephens Centre,Hollyhill Gdns East,South Stanley,Stanley Co Durham,DH9 6PG,20080401
STA1159005200,OFFICES AND PREMISES,52 Mitchell Street,South Moor,Stanley,Co Durham,,DH9 7BQ,20070801
STA1159005300ND,OFFICES AND PREMISES,F3,First Floor,53 Mitchell Street,South Moor,Stanley Co Durham,DH9 7BQ,20080605
STA1159005301ND,OFFICES AND PREMISES,F4,First Floor,53 Mitchell Street,South Moor,Stanley Co Durham,DH9 7BQ,20080605
STA1159005302ND,OFFICES AND PREMISES,F5,First Floor,53 Mitchell Street,South Moor,Stanley Co Durham,DH9 7BQ,20080605
STA1229001100ND,SHOP AND PREMISES,11 North Road,Catchgate,Stanley,Co Durham,,DH9 8LD,19980501
STA1308017800ND,SHOP AND PREMISES,178 Park Road,South Moor,Stanley,Co Durham,,DH9 7AJ,19990309
STA1650002500ND,CLUB AND PREMISES,17-25 Station Road,Stanley,Co Durham,,,DH9 0JL,20150310
STA1650007000ND,SHOP AND PREMISES,70 Station Road,Stanley,Co Durham,,,DH9 0JP,20020701
STA1805001100ND,STORE AND PREMISES,R/O 11 Thorneyholme Terrace,Stanley,Co Durham,,,DH9 0BL,19930401
T000210266010262,OFFICES AND PREMISES,26A Galgate,Barnard Castle,Co Durham,,,DL12 8BH,20110722
T000210309010033,OFFICE AND PREMISES,Studio 3,Hall Street,Barnard Castle,Co Durham,,DL12 8JB,20160215
T000210362010203,STORE AND PREMISES,R/O,20 Horsemarket,Barnard Castle,Co Durham,,DL12 8LZ,20121005
T000310044010010,STUDIO AND PREMISES,Unit 5 Barningham Coach House,Barningham Park,Barningham,Richmond,North Yorkshire,DL11 7DW,20170401
T001410809010058,SITE OF ATM AND PREMISES,ATM Site At,5 West View,Evenwood,Bishop Auckland,Co Durham,DL14 9QH,20160501
T003110315500003,OFFICES AND PREMISES,Room 25,Enterprise House,Harmire Enterprise Park,Harmire Road,Barnard Castle Co Durham,DL12 8XT,20161001
T003210471010094,AWAITING CT BANDING,Green Rigg Farm,Lunedale Cottage,Mickleton,Barnard Castle,Co Durham,DL12 0LU,20161207
T003310364000343,OFFICES AND PREMISES,First & Second Floor Offices,34 Horsemarket,Middleton-In-Teesdale,Barnard Castle,Co Durham,DL12 8NA,20160418
T003310364010013,OFFICES AND PREMISES,1 Horsemarket,Middleton-In-Teesdale,Barnard Castle,Co Durham,,DL12 0SH,20141201
T003310451000354,STORE,Store R/o,35 Market Place,Middleton-In-Teesdale,Barnard Castle,Co Durham,DL12 0RJ,20161031
T003310451010024,STORE AND PREMISES,1st Flr 35-36,Market Place,Middleton-In-Teesdale,Barnard Castle,Co Durham,DL12 0RJ,20161031
T004210135500001,LAND USED FOR STORAGE AND PREMISES,Unit 14,Cleatlam Lane,Staindrop,Darlington,Co Durham,DL2 3JU,20140401
TAN0393050100ND,RECREATION ROOMS AND PREMISES,Communal Rooms,The Fell,Crookgate,Burnopfield,Newcastle upon Tyne,NE16 6NS,20090325
TAN0645050100ND,SHOP AND PREMISES,Former Flint Hill Stores,Flint Hill Bank,Flint Hill,Stanley,Co Durham,DH9 9JD,19971225
TAN0686050900ND,SHOP AND PREMISES,Unit 4,Old Co-operative Buildings,Front Street,Burnopfield,Newcastle Upon Tyne,NE16 6PT,20170329
TAN0799050500,PUBLIC HOUSE AND PREMISES (UNDERGOING ALTERATIONS),Harperley Hotel,Harperley Road,Tantobie,Stanley,Co Durham,DH9 9TY,20101214
TAN086700539ND,LAND USED FOR STORAGE AND PREMISES,Site 29,Hobson Industrial Estate,Hobson,Burnopfield,Newcastle Upon Tyne,NE16 6EA,20121022
TAN0867051703ND,STORE AND PREMISES,First Floor,Site P,Hobson Industrial Estate,Hobson,Burnopfield Newcastle Upon Tyne,NE16 6EA,20050104
TAN1386050100ND,WAREHOUSE AND PREMISES,Durham County Council R/O,Poplar Avenue,Burnopfield,Newcastle Upon Tyne,,NE16 6HZ,20020401
TAN1699440021ND,LAND USED FOR STORAGE AND PREMISES,Parsons Containers Ltd,Tanfield Lea Industrial Park,Tanfield Lea,Stanley,Co Durham,DH9 9QF,20160228
TAN1699551700ND,FACTORY,Unit 10C,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley,Co Durham,DH9 9UU,20170119
TAN1699566032ND,OFFICE AND PREMISES,Office G3 Ground Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9  9DB,20161031
TAN169956603ND,OFFICE AND PREMISES,Office G2 Ground Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161001
TAN1699566045ND,OFFICES AND PREMISES,Office F5 First Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566046ND,OFFICE AND PREMISES,Office F7 First Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566051ND,OFFICE AND PREMISES,Office F12 First Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566052ND,OFFICE AND PREMISES,Office F13 First Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161031
TAN1699566064ND,OFFICES AND PREMISES,Office S6 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20140208
TAN1699566068ND,OFFICE AND PREMISES,Office S9 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566069ND,OFFICE AND PREMISES,Office S10 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20090529
TAN1699566070ND,OFFICE AND PREMISES,Office S11 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566072ND,OFFICE AND PREMISES,Office S13 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566074ND,OFFICE AND PREMISES,Office S15 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161104
TAN1699566075ND,OFFICE AND PREMISES,Office S16 Second Floor,Tanfield Lea Business Centre,Tanfield Lea North Ind Estate,Tanfield Lea,Stanley Co Durham,DH9 9DB,20161025
TAN1699652401ND,WAREHOUSE AND PREMISES,Unit P1,Tanfield Lea South Ind Estate,Tanfield Lea,Stanley,Co Durham,DH9 9XG,19970401
THO1559056400,SHOP AND PREMISES,Danby House,13 The Villas,Thornley,Durham,,DH6 3EU,20170321
THO1559056600,HAIRDRESSING SALON AND PREMISES,1st Floor  Danby House,The Villas,Thornley,Durham,,DH6 3EU,20151107
THO1575550000,STORE AND PREMISES,Ex Salvation Army Hall,Thornley Road,Thornley,Durham,,DH6 2LT,19950401
TRI1576060100,GARAGE AND PREMISES,Auto Glaze Garage,R/O Front Street,Trimdon Station,Durham,,TS29 6AB,19950401
W000200075200030,SELF CATERING HOLIDAY UNITS AND PREMISES,3-4 Boltsburn Terrace,Ramshaw,Blanchland,Co Durham,,DH8 9UZ,20140831
W000500308410023,OFFICES AND PREMISES,Vacant 1st Flr,Front Street,Stanhope,Bishop Auckland,Co Durham,DL13 2TZ,20160622
W000500555610035,OFFICE AND PREMISES,Suite 25,Weardale Business Centre,1 Martin Street,Stanhope,Bishop Auckland Co Durham,DL13 2UY,20160303
W000500555610065,OFFICES AND PREMISES,Suite 16,Weardale Business Centre,1 Martin Street,Stanhope,Bishop Auckland Co Durham,DL13 2UY,20161031
W001100415200554,SHOP AND PREMISES,55 High Street,Willington,Crook,Co Durham,,DL15 0PF,20160311
W001100444810254,SHOP AND PREMISES,25 Hope Street,Crook,Co Durham,,,DL15 9HS,20151016
W001100538200065,WORKSHOP AND PREMISES,6 Brockwell Court,Low Willington Industrial Est,Willington,Crook Co Durham,,DL15 0UT,20170317
W001200004800040,OFFICES AND PREMISES,4 Adelaide Street,Bishop Auckland,Co Durham,,,DL14 7BD,20140806
W001200142000001,FACTORY AND PREMISES,Prospect Estates Ltd,Catkin Way,Tindale Crescent,Bishop Auckland,Co Durham,DL14 9TF,20170120
W001200178400341,SHOP AND PREMISES,34 Collingwood Street,Coundon,Bishop Auckland,Co Durham,,DL14 8LG,20151001
W001200192810011,OFFICES AND PREMISES,Vacant Offices,AGL Business Park,Coundon Industrial Estate,Coundon,Bishop Auckland Co Durham,DL14 8NR,20110601
W001200192810041,WORKSHOP AND PREMISES,Unit 2A,AGL Business Park,Coundon Industrial Estate,Coundon,Bishop Auckland Co Durham,DL14 8NR,20150401
W001200192810051,WORKSHOP AND PREMISES,Vacant Pt Unit 2A,AGL Business Park,Coundon Industrial Estate,Coundon,Bishop Auckland Co Durham,DL14 8NR,20111126
W001200247010002,PUBLIC HOUSE & PREMISES,Vacant,East Deanery,South Church,Bishop Auckland,Co Durham,DL14 6SQ,20160401
W001200498010014,WORKSHOP AND PREMISES,Unit 3B,Laurel Way,Bishop Auckland,Co Durham,,DL14 7NF,20170125
W001200554010095,PUBLIC HOUSE AND PREMISES,Lennons,9 Market Place,Bishop Auckland,Co Durham,,DL14 7NJ,20150805
W001200596010005,STORE,First Floor Store Adj Unit 10,Newgate Centre,Bishop Auckland,Co Durham,,DL14 7JQ,20160501
W001200596802255,SHOP AND PREMISES,225 Newgate Street,Bishop Auckland,Co Durham,,,DL14 7EL,20161209
W001200596810785,SHOP AND PREMISES,77 Newgate Street,Bishop Auckland,Co Durham,,,DL14 7EW,20151002
W001200596811245,AWAITING CT BANDING,122B Newgate Street,Bishop Auckland,Co Durham,,,DL14 7EH,20151231
W001200597212175,STORE AND PREMISES,R/O,217 Newgate Street,Bishop Auckland,Co Durham,,DL14 7EL,20160601
W001200670800646,OFFICE AND PREMISES,Unit 1,64A Proudfoot Drive,Bishop Auckland,Co Durham,,DL14 6QT,20150315
W001200670810646,OFFICE AND PREMISES,Unit 2,64A Proudfoot Drive,Bishop Auckland,Co Durham,,DL14 6QT,20150314
W001200670810676,OFFICE AND PREMISES,Unit 5,64A Proudfoot Drive,Bishop Auckland,Co Durham,,DL14 6QT,20150314
W001200670810686,OFFICE AND PREMISES,Unit 6,64A Proudfoot Drive,Bishop Auckland,Co Durham,,DL14 6QT,20140929
W001200670810696,OFFICE AND PREMISES,Unit 7,64A Proudfoot Drive,Bishop Auckland,Co Durham,,DL14 6QT,20150223
WHE0029000510,SHOP AND PREMISES,5 Alexandra Terrace,Wheatley Hill,Durham,,,DH6 3JW,20140814
WHE0029000610,SHOP AND PREMISES,6 Alexandra Terrace,Wheatley Hill,Durham,,,DH6 3JW,20021021
WHE0029000805,HAIRDRESSING SALON AND PREMISES,8 Alexandra Terrace,Wheatley Hill,Durham,,,DH6 3JW,20130615
WHE0029002100,SHOP AND PREMISES,21 Alexandra Terrace,Wheatley Hill,Durham,,,DH6 3JW,20120808
WHE0029002101,OFFICES AND PREMISES,First Floor,21 Alexandra Terrace,Wheatley Hill,Durham,,DH6 3JW,20020601
WHE0029003500,SHOP AND PREMISES,30 Alexandra Terrace,Wheatley Hill,Durham,,,DH6 3JW,20160829
WHE0068002601,SHOP AND PREMISES,Corner House,26 Ashmore Terrace,Wheatley Hill,Durham,,DH6 3NP,19950401
WHE0297051900,OFFICES AND PREMISES,1B Church Street,Wheatley Hill,Durham,,,DH6 3PT,20050721
WHE0614001300,SHOP AND PREMISES,13 Front Street,Wheatley Hill,Durham,,,DH6 3NJ,20050527
WHE0678000100,SHOP AND PREMISES,1 Granville Terrace,Wheatley Hill,Durham,,,DH6 3JQ,20161201
WHE0678001100,POST OFFICE AND PREMISES,11 Granville Terrace,Wheatley Hill,Durham,,,DH6 3JQ,20160201
WHE1237051001,BETTING SHOP AND PREMISES,Regal Villa,Quilstyle Road,Wheatley Hill,Durham,,DH6 3RF,20081211
WIN0617005600,SHOP AND PREMISES,56 Front Street East,Wingate,Co Durham,,,TS28 5AG,20040121
WIN0619003100,PUBLIC HOUSE AND PREMISES (UNDERGOING ALTERATIONS),The Queens Hotel,31 Front Street West,Wingate,Co Durham,,TS28 5AA,20101018
WIN1102005410,STORE,Store r/o  54 North Road East,Wingate,Co Durham,,,TS28 5AU,19980727
WIN1102052600,SHOP AND PREMISES,North Road East,Wingate,Co Durham,,,TS28 5AY,20150507
WIN1281050000,STORE AND PREMISES,Rowlands Terrace,Wingate,Co Durham,,,TS28 5AD,20110401
WIN1755053000,WORKSHOP AND PREMISES,Unit 4 Wingate Grange,Industrial Estate,Wingate,Co Durham,,TS28 5AH,20170420
